Node	PageRank
507	0.000102389
508	0.000126119
509	0.000108334
510	7.5409e-05
511	0.00011007
512	0.000140073
513	0.000122116
514	0.000136822
515	8.37329e-05
516	0.00010435
517	0.00015929
518	9.49137e-05
519	8.33898e-05
520	8.92124e-05
521	6.73504e-05
522	0.00012506
523	0.000137082
524	0.000125274
525	0.000100039
526	0.000134132
527	8.94441e-05
528	0.000122224
529	0.000128244
530	9.04617e-05
531	0.000107038
532	0.00011138
533	2.49313e-05
534	0.000117187
535	0.000101762
536	7.96811e-05
537	0.000132149
538	0.00010716
539	0.000104053
540	2.49313e-05
541	9.02724e-05
542	8.58514e-05
543	0.000122586
544	0.00010307
545	0.000124002
546	9.74876e-05
547	0.000100594
548	8.99737e-05
549	9.76525e-05
550	9.11078e-05
551	0.000125375
552	0.000116835
553	0.000106564
554	6.58205e-05
555	9.59721e-05
556	7.95419e-05
557	0.000130827
558	0.000112205
559	0.000116377
560	6.74145e-05
561	0.000109179
562	0.000116159
563	9.87582e-05
564	0.000106385
565	0.000124316
566	8.36497e-05
567	0.000105238
568	0.00011101
569	0.000101827
570	9.03398e-05
571	0.000113505
572	0.000105261
573	2.49313e-05
574	8.17226e-05
575	0.000122552
576	7.65091e-05
577	0.000110106
578	0.000118635
579	0.000143331
580	0.000107738
581	0.000105746
582	8.19795e-05
583	0.000117245
584	8.11661e-05
585	8.79914e-05
586	6.66373e-05
587	0.00010673
588	0.000112143
589	0.00010872
590	0.00011229
591	0.000133468
592	0.00011202
593	7.48776e-05
594	6.69366e-05
595	0.000100467
596	9.64661e-05
597	0.000122813
598	0.000114739
599	0.000132023
600	0.000112964
601	0.000112837
602	0.000106236
603	0.000111968
604	9.91742e-05
605	0.000100528
606	0.000102707
607	2.49313e-05
608	0.000109328
609	0.000113332
610	7.45382e-05
611	0.000139048
612	6.847e-05
613	0.000127183
614	0.000157539
615	0.00011953
616	0.000122204
617	0.000119285
618	0.000114813
619	0.000151681
620	0.000108106
621	8.43713e-05
622	2.49313e-05
623	9.20213e-05
624	5.67707e-05
625	9.81991e-05
626	0.000113059
627	0.000110486
628	0.000121293
629	0.000103368
630	0.000117607
631	8.08113e-05
632	0.000129728
633	0.000122975
634	0.000100852
635	7.5449e-05
636	9.58882e-05
637	9.81955e-05
638	9.99462e-05
639	0.000100313
640	9.62267e-05
641	0.000110625
642	0.000126107
643	8.12021e-05
644	7.55683e-05
645	0.000103347
646	0.000102749
647	0.000118951
648	9.58165e-05
649	9.99973e-05
650	6.37377e-05
651	0.000113276
652	0.000126726
653	0.000122642
654	0.000113362
655	8.35221e-05
656	0.000118345
657	0.000101774
658	0.000120996
659	0.000117815
660	0.000102859
661	7.61305e-05
662	0.000112422
663	0.000117875
664	0.000123406
665	8.34641e-05
666	8.06501e-05
667	8.43818e-05
668	0.000100178
669	0.000140507
670	0.000108069
671	7.36289e-05
672	8.75862e-05
673	0.000117442
674	8.2613e-05
675	0.000116652
676	8.75241e-05
677	0.000114267
678	0.000118057
679	0.000116095
680	0.000112038
681	0.00010079
682	0.000104108
683	0.000129412
684	0.000121477
685	8.95182e-05
686	0.000107499
687	9.93696e-05
688	0.000110758
689	0.000118525
690	0.000130443
691	0.000139655
692	0.000121852
693	0.000103813
694	9.84306e-05
695	0.000110886
696	6.52586e-05
697	0.00010266
698	0.000135062
699	0.000101088
700	0.000130936
701	8.62953e-05
702	9.45161e-05
703	0.000135591
704	0.000101117
705	0.000101278
706	0.000115347
707	0.000112415
708	0.000109875
709	0.000106078
710	6.72022e-05
711	0.000115541
712	9.72137e-05
713	0.000136178
714	0.000101367
715	8.39201e-05
716	0.000131482
717	6.3921e-05
718	9.63508e-05
719	2.49313e-05
720	0.000129442
721	9.44231e-05
722	6.56442e-05
723	9.41707e-05
724	2.49313e-05
725	8.70741e-05
726	9.63928e-05
727	9.63375e-05
728	0.000102436
729	9.34905e-05
730	8.33372e-05
731	8.94726e-05
732	9.87759e-05
733	2.49313e-05
734	0.000130224
735	0.000125045
736	9.31931e-05
737	0.000109053
738	0.000111144
739	5.14649e-05
740	8.04286e-05
741	9.41004e-05
742	9.56299e-05
743	8.00344e-05
744	8.49909e-05
745	9.81331e-05
746	8.01408e-05
747	0.000124384
748	8.72849e-05
749	0.000106727
750	0.000115191
751	0.000105554
752	9.46696e-05
753	0.000133128
754	0.000106753
755	0.000139957
756	0.000112376
757	2.49313e-05
758	8.73471e-05
759	2.49313e-05
760	0.000119513
761	2.49313e-05
762	0.00012921
763	9.86155e-05
764	8.41524e-05
765	9.19671e-05
766	7.63148e-05
767	0.000118935
768	0.000113903
769	0.00010985
770	8.81363e-05
771	0.00012157
772	0.000107416
773	9.95004e-05
774	9.32264e-05
775	0.000110514
776	0.000137334
777	0.000100959
778	8.53226e-05
779	9.84694e-05
780	0.000132938
781	0.0001097
782	9.79591e-05
783	9.85255e-05
784	6.95851e-05
785	8.91165e-05
786	0.000139683
787	2.49313e-05
788	6.96854e-05
789	8.87086e-05
790	8.20096e-05
791	8.75519e-05
792	9.96355e-05
793	7.78802e-05
794	0.000116397
795	6.2721e-05
796	0.000112103
797	0.00010782
798	0.000110672
799	0.000102427
800	6.81282e-05
801	2.49313e-05
802	9.0642e-05
803	8.96416e-05
804	9.33544e-05
805	0.000123463
806	0.000133149
807	7.20232e-05
808	8.51632e-05
809	8.82666e-05
810	9.43336e-05
811	9.48499e-05
812	2.49313e-05
813	9.60184e-05
814	8.65106e-05
815	7.31383e-05
816	2.49313e-05
817	8.28048e-05
818	0.000101077
819	0.000120578
820	8.93382e-05
821	0.000111304
822	8.23313e-05
823	0.000130209
824	0.000111405
825	0.000134154
826	0.000101553
827	8.2971e-05
828	0.000106016
829	0.000128307
830	8.95314e-05
831	9.46666e-05
832	0.000105757
833	2.49313e-05
834	0.000105366
835	0.000108151
836	0.000128689
837	9.0368e-05
838	8.62561e-05
839	0.000101726
840	0.000136138
841	0.000116522
842	0.000123077
843	0.00012795
844	9.69109e-05
845	9.79574e-05
846	0.000144433
847	0.000111744
848	0.000146298
849	0.00010516
850	0.000126992
851	9.70652e-05
852	0.000124544
853	9.19734e-05
854	0.000105174
855	9.50053e-05
856	9.16603e-05
857	2.49313e-05
858	7.62532e-05
859	8.39499e-05
860	7.44631e-05
861	2.49313e-05
862	6.98006e-05
863	9.7585e-05
864	8.04536e-05
865	0.000105032
866	0.000113122
867	9.34462e-05
868	8.94991e-05
869	0.000122876
870	9.22641e-05
871	0.000100754
872	0.000144608
873	0.000119864
874	0.000118805
875	0.000107735
876	0.000111833
877	0.000112267
878	2.49313e-05
879	9.80205e-05
880	0.00012413
881	0.000103045
882	2.49313e-05
883	0.000141144
884	0.000153145
885	0.000104472
886	0.000104774
887	2.49313e-05
888	8.86926e-05
889	0.000107629
890	0.000130918
891	7.08115e-05
892	0.000123506
893	9.47494e-05
894	0.000119259
895	8.40777e-05
896	0.000126936
897	0.000102198
898	4.00254e-05
899	9.35307e-05
900	2.49313e-05
901	8.30466e-05
902	0.000103014
903	8.05012e-05
904	0.000116146
905	0.000100855
906	0.000114829
907	0.00013292
908	0.000122095
909	2.49313e-05
910	8.88359e-05
911	0.000102215
912	9.03552e-05
913	9.52527e-05
914	0.000125486
915	7.38641e-05
916	7.23287e-05
917	0.000123041
918	9.27902e-05
919	2.49313e-05
920	6.16547e-05
921	0.000109359
922	9.23182e-05
923	8.9974e-05
924	0.000105439
925	0.000149309
926	0.000117844
927	0.000120134
928	0.00013088
929	0.000111437
930	2.49313e-05
931	0.000109318
932	0.000107795
933	0.000108547
934	8.28206e-05
935	6.80026e-05
936	0.00012539
937	9.98012e-05
938	8.58599e-05
939	0.00010053
940	8.75037e-05
941	0.000117044
942	7.41298e-05
943	6.41214e-05
944	0.000131638
945	0.000106468
946	0.000107039
947	8.65242e-05
948	0.000100902
949	0.000115468
950	0.000122029
951	0.000145779
952	0.000136312
953	0.000128927
954	0.000106184
955	0.000120561
956	0.000120486
957	9.04516e-05
958	9.44492e-05
959	0.000111106
960	8.31077e-05
961	8.97077e-05
962	2.49313e-05
963	7.13013e-05
964	9.9134e-05
965	9.07737e-05
966	0.000100033
967	7.83213e-05
968	0.000113102
969	0.000104021
970	7.59053e-05
971	0.000105687
972	0.000111972
973	0.000117196
974	0.000131744
975	0.000105659
976	0.000109325
977	2.49313e-05
978	0.000119429
979	0.000125346
980	0.000141103
981	0.000115476
982	8.79485e-05
983	2.49313e-05
984	0.000129931
985	9.22746e-05
986	0.000109072
987	0.000106278
988	0.000125852
989	0.00010829
990	8.18898e-05
991	0.00013412
992	0.000111225
993	2.49313e-05
994	0.000127471
995	0.000135273
996	6.49092e-05
997	6.75697e-05
998	0.000100834
999	9.94466e-05
1000	9.52136e-05
1001	0.000108729
1002	0.000111041
1003	7.39693e-05
1004	9.27905e-05
1005	0.000123534
1006	6.91466e-05
1007	0.000101946
1008	0.000110149
1009	9.08011e-05
1010	0.000131709
1011	0.000120624
1012	6.31414e-05
1013	7.46867e-05
1014	0.000130219
1015	0.000126697
1016	5.53676e-05
1017	0.000124343
1018	0.000106857
1019	0.000110229
1020	0.000144229
1021	0.000107266
1022	0.000113336
1023	0.000142027
1024	9.22739e-05
1025	8.0779e-05
1026	0.00013162
1027	9.23272e-05
1028	0.000120974
1029	0.00010104
1030	8.8804e-05
1031	2.49313e-05
1032	8.04646e-05
1033	0.000127063
1034	0.000121319
1035	9.53207e-05
1036	9.33967e-05
1037	0.000113842
1038	2.49313e-05
1039	9.64737e-05
1040	8.43476e-05
1041	0.000114717
1042	0.000156576
1043	0.000127125
1044	7.7455e-05
1045	7.65485e-05
1046	0.000120307
1047	2.49313e-05
1048	2.49313e-05
1049	9.30441e-05
1050	0.000131364
1051	9.97198e-05
1052	7.80138e-05
1053	7.29986e-05
1054	0.000116652
1055	0.000109567
1056	9.48484e-05
1057	7.92395e-05
1058	0.000127848
1059	9.76784e-05
1060	9.28925e-05
1061	0.000113694
1062	0.000109195
1063	6.34135e-05
1064	8.28286e-05
1065	0.000136541
1066	8.81896e-05
1067	0.000124872
1068	6.50428e-05
1069	0.00014388
1070	9.98308e-05
1071	8.5423e-05
1072	0.000101472
1073	7.88208e-05
1074	9.61803e-05
1075	0.000113661
1076	9.25659e-05
1077	7.98711e-05
1078	9.99303e-05
1079	9.9337e-05
1080	0.000137802
1081	8.93104e-05
1082	8.02336e-05
1083	6.87536e-05
1084	0.000113026
1085	6.56298e-05
1086	0.000109911
1087	0.000132547
1088	7.55037e-05
1089	7.73439e-05
1090	9.96009e-05
1091	8.90605e-05
1092	0.000117594
1093	0.000111143
1094	9.09339e-05
1095	9.9511e-05
1096	0.00011648
1097	0.000103146
1098	8.14027e-05
1099	9.18819e-05
1100	0.000100745
1101	7.67164e-05
1102	0.000106235
1103	0.000146016
1104	0.000126065
1105	0.000135923
1106	8.39642e-05
1107	0.00014412
1108	0.000121324
1109	8.70615e-05
1110	8.46327e-05
1111	8.13176e-05
1112	7.98869e-05
1113	2.49313e-05
1114	8.54956e-05
1115	0.000101249
1116	0.000117597
1117	0.000109277
1118	8.37024e-05
1119	8.91924e-05
1120	0.000129446
1121	0.000103942
1122	0.000108799
1123	0.000137474
1124	9.32665e-05
1125	0.000107006
1126	0.000137553
1127	0.00011771
1128	7.38031e-05
1129	0.000100207
1130	0.000138007
1131	0.000109686
1132	2.49313e-05
1133	2.49313e-05
1134	0.000150572
1135	7.97567e-05
1136	0.000101985
1137	0.000123408
1138	2.49313e-05
1139	0.000117478
1140	0.000117107
1141	0.000134272
1142	0.000124084
1143	0.000107459
1144	9.05033e-05
1145	0.000113453
1146	8.78595e-05
1147	8.20387e-05
1148	0.000129467
1149	0.000140296
1150	8.33752e-05
1151	0.000120876
1152	7.85672e-05
1153	0.000109701
1154	0.00010559
1155	6.87437e-05
1156	9.33464e-05
1157	8.20033e-05
1158	0.000112013
1159	8.71042e-05
1160	0.000107074
1161	0.000109879
1162	0.000102491
1163	9.93808e-05
1164	9.94186e-05
1165	8.35471e-05
1166	0.000109942
1167	6.03602e-05
1168	0.0001245
1169	0.000161505
1170	9.45633e-05
1171	0.000102166
1172	7.08115e-05
1173	9.31404e-05
1174	8.84422e-05
1175	0.00014239
1176	0.000112726
1177	0.000125352
1178	0.000122087
1179	0.000100234
1180	0.000117247
1181	0.000102664
1182	8.03187e-05
1183	0.000105868
1184	0.000120598
1185	0.000112487
1186	7.04778e-05
1187	8.01437e-05
1188	0.0001259
1189	0.000171884
1190	0.000111423
1191	0.000112832
1192	0.000102851
1193	0.000103976
1194	6.9683e-05
1195	9.03728e-05
1196	0.000147685
1197	9.90933e-05
1198	0.000139452
1199	0.000117757
1200	0.000125891
1201	0.0001106
1202	0.000126605
1203	8.43743e-05
1204	0.000132377
1205	0.000147151
1206	9.07594e-05
1207	0.000101888
1208	9.31845e-05
1209	9.99442e-05
1210	0.000109737
1211	9.53284e-05
1212	0.000123067
1213	0.00010777
1214	0.000135989
1215	0.000117822
1216	0.000124958
1217	0.00012632
1218	0.000105483
1219	9.52187e-05
1220	0.000100835
1221	9.05257e-05
1222	7.78266e-05
1223	2.49313e-05
1224	0.000105403
1225	9.84086e-05
1226	9.80757e-05
1227	5.62147e-05
1228	9.52977e-05
1229	0.000116841
1230	5.52033e-05
1231	0.000132963
1232	0.000116987
1233	0.000100308
1234	7.00155e-05
1235	9.38689e-05
1236	0.000101562
1237	0.000166718
1238	6.69251e-05
1239	0.000110107
1240	2.49313e-05
1241	0.000101391
1242	0.000133241
1243	2.49313e-05
1244	8.84942e-05
1245	7.67299e-05
1246	9.51e-05
1247	0.000122835
1248	0.000104792
1249	8.65576e-05
1250	0.000123216
1251	0.000116235
1252	9.82323e-05
1253	8.28585e-05
1254	8.19743e-05
1255	6.60787e-05
1256	9.77362e-05
1257	0.000117717
1258	0.000118207
1259	8.17819e-05
1260	8.32923e-05
1261	0.000128512
1262	0.000104221
1263	7.78311e-05
1264	0.000125424
1265	0.000126689
1266	0.000129431
1267	8.8462e-05
1268	2.49313e-05
1269	8.96841e-05
1270	9.34296e-05
1271	0.000100781
1272	0.000117455
1273	0.000100031
1274	8.07768e-05
1275	6.43041e-05
1276	9.22276e-05
1277	7.84977e-05
1278	9.74726e-05
1279	0.000162395
1280	0.000100019
1281	0.000139576
1282	8.06232e-05
1283	0.000102721
1284	0.000125237
1285	9.64612e-05
1286	0.000126469
1287	0.000105854
1288	8.9068e-05
1289	2.49313e-05
1290	0.00011169
1291	0.00011847
1292	0.000126956
1293	2.49313e-05
1294	0.000135739
1295	9.49282e-05
1296	0.000124074
1297	5.05143e-05
1298	9.39643e-05
1299	0.00013975
1300	9.46819e-05
1301	0.000109069
1302	0.000129337
1303	0.00012562
1304	6.83247e-05
1305	0.000100287
1306	0.000100066
1307	9.71672e-05
1308	0.000107568
1309	0.00015005
1310	2.49313e-05
1311	0.000128239
1312	0.000163653
1313	0.000108212
1314	0.00014401
1315	7.77212e-05
1316	7.36962e-05
1317	0.00010792
1318	9.68707e-05
1319	0.00011051
1320	2.49313e-05
1321	8.68298e-05
1322	9.20223e-05
1323	8.48291e-05
1324	0.000148107
1325	0.000109515
1326	0.00014864
1327	0.000100011
1328	0.000110986
1329	0.00010537
1330	0.000133907
1331	0.000142452
1332	0.000114071
1333	8.74429e-05
1334	0.000132424
1335	0.000120787
1336	0.000118154
1337	9.79724e-05
1338	9.50316e-05
1339	9.68327e-05
1340	0.000157541
1341	9.05024e-05
1342	0.000101155
1343	7.09277e-05
1344	0.000121696
1345	6.80664e-05
1346	3.57603e-05
1347	0.0001373
1348	0.000104062
1349	8.37004e-05
1350	0.000124453
1351	0.00014287
1352	0.000103042
1353	6.13953e-05
1354	0.000114814
1355	6.95938e-05
1356	0.000113251
1357	8.86014e-05
1358	0.000102591
1359	8.25067e-05
1360	0.000111433
1361	0.000110456
1362	0.000117067
1363	9.81068e-05
1364	0.000125188
1365	0.00014901
1366	0.000129832
1367	0.000105231
1368	0.000102079
1369	2.49313e-05
1370	0.000100692
1371	0.000136044
1372	0.00010852
1373	0.000107019
1374	0.00011025
1375	0.000101388
1376	9.14458e-05
1377	0.000132178
1378	8.11361e-05
1379	0.000103219
1380	6.50482e-05
1381	8.69665e-05
1382	7.5057e-05
1383	2.49313e-05
1384	9.34582e-05
1385	0.000112918
1386	9.09607e-05
1387	0.000122779
1388	0.00012124
1389	0.000114097
1390	8.56109e-05
1391	7.87935e-05
1392	0.000131341
1393	0.000112261
1394	8.1255e-05
1395	0.000109218
1396	0.000127084
1397	0.000122129
1398	8.549e-05
1399	0.0001083
1400	0.00011345
1401	6.78816e-05
1402	5.6329e-05
1403	0.000102556
1404	0.000101537
1405	0.000110586
1406	8.14886e-05
1407	0.000111783
1408	0.000138894
1409	9.34021e-05
1410	0.000124925
1411	0.000100166
1412	0.000116316
1413	0.000140332
1414	0.000126873
1415	0.000112621
1416	0.00012836
1417	0.000108385
1418	0.000134283
1419	2.49313e-05
1420	7.37546e-05
1421	7.95904e-05
1422	8.75412e-05
1423	7.04955e-05
1424	0.000108899
1425	0.000113977
1426	0.000122363
1427	0.000107468
1428	8.82044e-05
1429	0.000103075
1430	0.000132002
1431	9.41269e-05
1432	0.000104744
1433	0.000120841
1434	9.26515e-05
1435	7.72764e-05
1436	0.000108588
1437	8.26521e-05
1438	0.000105005
1439	0.000117493
1440	0.000112944
1441	0.000169463
1442	0.000117507
1443	8.8671e-05
1444	8.94943e-05
1445	0.000102428
1446	0.000117153
1447	9.59691e-05
1448	0.000117131
1449	9.67601e-05
1450	9.16409e-05
1451	0.000105387
1452	7.27453e-05
1453	2.49313e-05
1454	9.12104e-05
1455	7.23426e-05
1456	9.61089e-05
1457	0.000107656
1458	0.000106322
1459	6.98546e-05
1460	9.86799e-05
1461	0.000125611
1462	9.38078e-05
1463	7.72299e-05
1464	0.000112364
1465	2.49313e-05
1466	9.78599e-05
1467	2.49313e-05
1468	0.000103932
1469	0.000102431
1470	7.64497e-05
1471	8.01806e-05
1472	0.000101645
1473	7.24642e-05
1474	0.000107692
1475	9.99097e-05
1476	0.000115379
1477	0.000106749
1478	9.93232e-05
1479	9.28225e-05
1480	0.000107905
1481	0.00012154
1482	7.04265e-05
1483	0.000119239
1484	0.000128775
1485	0.000108509
1486	8.36294e-05
1487	8.06911e-05
1488	0.000118619
1489	8.83176e-05
1490	0.000157684
1491	6.42882e-05
1492	0.000101224
1493	0.000155374
1494	6.42414e-05
1495	8.14204e-05
1496	7.13973e-05
1497	0.000121701
1498	9.19387e-05
1499	9.48539e-05
1500	9.50195e-05
1501	0.000108784
1502	7.74841e-05
1503	0.000112232
1504	8.25333e-05
1505	0.000131424
1506	9.64118e-05
1507	6.42464e-05
1508	9.36568e-05
1509	5.55979e-05
1510	9.01028e-05
1511	9.54268e-05
1512	0.000105117
1513	7.82554e-05
